,date,store_nbr,item_nbr,units,date1j
31702,2012-01-07,22,68,72,6
31750,2012-01-07,23,5,26,6
31774,2012-01-07,23,29,1,6
31790,2012-01-07,23,45,34,6
31862,2012-01-07,24,6,61,6
31899,2012-01-07,24,43,130,6
31916,2012-01-07,24,60,2,6
31976,2012-01-07,25,9,168,6
32012,2012-01-07,25,45,163,6
32017,2012-01-07,25,50,1,6
32048,2012-01-07,25,81,19,6
32083,2012-01-07,26,5,36,6
32123,2012-01-07,26,45,62,6
32198,2012-01-07,27,9,51,6
32257,2012-01-07,27,68,66,6
32305,2012-01-07,28,5,27,6
32335,2012-01-07,28,35,3,6
32345,2012-01-07,28,45,61,6
32419,2012-01-07,29,8,21,6
32452,2012-01-07,29,41,24,6
32456,2012-01-07,29,45,83,6
32467,2012-01-07,29,56,5,6
32538,2012-01-07,30,16,44,6
32566,2012-01-07,30,44,234,6
32571,2012-01-07,30,49,1,6
32587,2012-01-07,30,65,1,6
32642,2012-01-07,31,9,66,6
32678,2012-01-07,31,45,60,6
32726,2012-01-07,31,93,3,6
32753,2012-01-07,32,9,81,6
32763,2012-01-07,32,19,2,6
32789,2012-01-07,32,45,63,6
32795,2012-01-07,32,51,2,6
32802,2012-01-07,32,58,2,6
32830,2012-01-07,32,86,2,6
32837,2012-01-07,32,93,8,6
32864,2012-01-07,33,9,180,6
32899,2012-01-07,33,44,230,6
32947,2012-01-07,33,92,4,6
32975,2012-01-07,34,9,95,6
32997,2012-01-07,34,31,2,6
33011,2012-01-07,34,45,133,6
33018,2012-01-07,34,52,1,6
33086,2012-01-07,36,9,98,6
33121,2012-01-07,36,44,155,6
33193,2012-01-07,37,5,112,6
33233,2012-01-07,37,45,65,6
33241,2012-01-07,37,53,2,6
33308,2012-01-07,38,9,142,6
33344,2012-01-07,38,45,132,6
33419,2012-01-07,39,9,4,6
33446,2012-01-07,39,36,11,6
33526,2012-01-07,40,5,197,6
33566,2012-01-07,40,45,113,6
33576,2012-01-07,40,55,4,6
33648,2012-01-07,41,16,84,6
33693,2012-01-07,41,61,2,6
33700,2012-01-07,41,68,164,6
33725,2012-01-07,41,93,2,6
33748,2012-01-07,42,5,68,6
33788,2012-01-07,42,45,58,6
33870,2012-01-07,43,16,110,6
33891,2012-01-07,43,37,38,6
33970,2012-01-07,44,5,31,6
34027,2012-01-07,44,62,5,6
34033,2012-01-07,44,68,55,6
34085,2012-01-07,45,9,19,6
34196,2012-01-08,1,9,22,7
34215,2012-01-08,1,28,4,7
34238,2012-01-08,1,51,1,7
34303,2012-01-08,2,5,157,7
34309,2012-01-08,2,11,4,7
34342,2012-01-08,2,44,154,7
34383,2012-01-08,2,85,2,7
34414,2012-01-08,3,5,54,7
34454,2012-01-08,3,45,113,7
34529,2012-01-08,4,9,123,7
34547,2012-01-08,4,27,20,7
34647,2012-01-08,5,16,71,7
34663,2012-01-08,5,32,1,7
34668,2012-01-08,5,37,32,7
34751,2012-01-08,6,9,66,7
34787,2012-01-08,6,45,62,7
34858,2012-01-08,7,5,213,7
34860,2012-01-08,7,7,3,7
34876,2012-01-08,7,23,32,7
34969,2012-01-08,8,5,101,7
34987,2012-01-08,8,23,17,7
35057,2012-01-08,8,93,1,7
35080,2012-01-08,9,5,86,7
35085,2012-01-08,9,10,1,7
35120,2012-01-08,9,45,8,7
35168,2012-01-08,9,93,1,7
35191,2012-01-08,10,5,75,7
35223,2012-01-08,10,37,42,7
35306,2012-01-08,11,9,56,7
35365,2012-01-08,11,68,73,7
35424,2012-01-08,12,16,61,7
35445,2012-01-08,12,37,43,7
35524,2012-01-08,13,5,282,7
35555,2012-01-08,13,36,142,7
35612,2012-01-08,13,93,7,7
35639,2012-01-08,14,9,16,7
35680,2012-01-08,14,50,1,7
35700,2012-01-08,14,70,2,7
35746,2012-01-08,15,5,232,7
35758,2012-01-08,15,17,2,7
35786,2012-01-08,15,45,175,7
35790,2012-01-08,15,49,1,7
35802,2012-01-08,15,61,3,7
35834,2012-01-08,15,93,3,7
35868,2012-01-08,16,16,47,7
35877,2012-01-08,16,25,300,7
35972,2012-01-08,17,9,156,7
36000,2012-01-08,17,37,99,7
36011,2012-01-08,17,48,172,7
36079,2012-01-08,18,5,16,7
36111,2012-01-08,18,37,28,7
36201,2012-01-08,19,16,26,7
36254,2012-01-08,19,69,1,7
36268,2012-01-08,19,83,9,7
36301,2012-01-08,20,5,132,7
36314,2012-01-08,20,18,1,7
36337,2012-01-08,20,41,34,7
36370,2012-01-08,20,74,4,7
36412,2012-01-08,21,5,140,7
36451,2012-01-08,21,44,76,7
36527,2012-01-08,22,9,100,7
36586,2012-01-08,22,68,76,7
36634,2012-01-08,23,5,36,7
36658,2012-01-08,23,29,1,7
36674,2012-01-08,23,45,51,7
36746,2012-01-08,24,6,146,7
36783,2012-01-08,24,43,120,7
36860,2012-01-08,25,9,179,7
36863,2012-01-08,25,12,1,7
36896,2012-01-08,25,45,140,7
36932,2012-01-08,25,81,22,7
36967,2012-01-08,26,5,90,7
37007,2012-01-08,26,45,67,7
37082,2012-01-08,27,9,68,7
37141,2012-01-08,27,68,91,7
37166,2012-01-08,27,93,2,7
37189,2012-01-08,28,5,78,7
37219,2012-01-08,28,35,1,7
37229,2012-01-08,28,45,76,7
37303,2012-01-08,29,8,51,7
37336,2012-01-08,29,41,34,7
37340,2012-01-08,29,45,115,7
37351,2012-01-08,29,56,5,7
37422,2012-01-08,30,16,72,7
37450,2012-01-08,30,44,317,7
37455,2012-01-08,30,49,1,7
37471,2012-01-08,30,65,1,7
37526,2012-01-08,31,9,113,7
37562,2012-01-08,31,45,110,7
37637,2012-01-08,32,9,48,7
37647,2012-01-08,32,19,1,7
37673,2012-01-08,32,45,42,7
37679,2012-01-08,32,51,1,7
37686,2012-01-08,32,58,2,7
37748,2012-01-08,33,9,273,7
37783,2012-01-08,33,44,233,7
37859,2012-01-08,34,9,90,7
37895,2012-01-08,34,45,123,7
37902,2012-01-08,34,52,2,7
37970,2012-01-08,36,9,66,7
37991,2012-01-08,36,30,2,7
38005,2012-01-08,36,44,98,7
38077,2012-01-08,37,5,71,7
38117,2012-01-08,37,45,80,7
38192,2012-01-08,38,9,205,7
38228,2012-01-08,38,45,144,7
38330,2012-01-08,39,36,14,7
38410,2012-01-08,40,5,102,7
38450,2012-01-08,40,45,93,7
38456,2012-01-08,40,51,5,7
38460,2012-01-08,40,55,2,7
38532,2012-01-08,41,16,83,7
38577,2012-01-08,41,61,1,7
38584,2012-01-08,41,68,110,7
38602,2012-01-08,41,86,1,7
38632,2012-01-08,42,5,108,7
38672,2012-01-08,42,45,101,7
38709,2012-01-08,42,82,4,7
38754,2012-01-08,43,16,99,7
38775,2012-01-08,43,37,22,7
38854,2012-01-08,44,5,55,7
38911,2012-01-08,44,62,5,7
38917,2012-01-08,44,68,64,7
38969,2012-01-08,45,9,8,7
39010,2012-01-08,45,50,1,7
39080,2012-01-09,1,9,50,8
39099,2012-01-09,1,28,1,8
39122,2012-01-09,1,51,1,8
39187,2012-01-09,2,5,53,8
39226,2012-01-09,2,44,99,8
39298,2012-01-09,3,5,82,8
39338,2012-01-09,3,45,89,8
39413,2012-01-09,4,9,85,8
39431,2012-01-09,4,27,8,8
39531,2012-01-09,5,16,49,8
39535,2012-01-09,5,20,1,8
39547,2012-01-09,5,32,7,8
39552,2012-01-09,5,37,21,8
39635,2012-01-09,6,9,56,8
39671,2012-01-09,6,45,42,8
39742,2012-01-09,7,5,133,8
39760,2012-01-09,7,23,17,8
39830,2012-01-09,7,93,4,8
39853,2012-01-09,8,5,29,8
39871,2012-01-09,8,23,6,8
39907,2012-01-09,8,59,4,8
39964,2012-01-09,9,5,57,8
40004,2012-01-09,9,45,89,8
40075,2012-01-09,10,5,40,8
40091,2012-01-09,10,21,1,8
40107,2012-01-09,10,37,31,8
40156,2012-01-09,10,86,1,8
40190,2012-01-09,11,9,22,8
40242,2012-01-09,11,61,1,8
40249,2012-01-09,11,68,44,8
40308,2012-01-09,12,16,40,8
40329,2012-01-09,12,37,25,8
40408,2012-01-09,13,5,116,8
40439,2012-01-09,13,36,103,8
40449,2012-01-09,13,46,3,8
40523,2012-01-09,14,9,13,8
40584,2012-01-09,14,70,2,8
40630,2012-01-09,15,5,111,8
40642,2012-01-09,15,17,3,8
40670,2012-01-09,15,45,111,8
40686,2012-01-09,15,61,1,8
40752,2012-01-09,16,16,37,8
40761,2012-01-09,16,25,135,8
40856,2012-01-09,17,9,288,8
40884,2012-01-09,17,37,78,8
40895,2012-01-09,17,48,118,8
40918,2012-01-09,17,71,2,8
40963,2012-01-09,18,5,35,8
40995,2012-01-09,18,37,5,8
41085,2012-01-09,19,16,12,8
41138,2012-01-09,19,69,1,8
41152,2012-01-09,19,83,8,8
41185,2012-01-09,20,5,52,8
41221,2012-01-09,20,41,24,8
41254,2012-01-09,20,74,9,8
41296,2012-01-09,21,5,51,8
41335,2012-01-09,21,44,83,8
41382,2012-01-09,21,91,1,8
41411,2012-01-09,22,9,112,8
41470,2012-01-09,22,68,46,8
41495,2012-01-09,22,93,4,8
41518,2012-01-09,23,5,31,8
41558,2012-01-09,23,45,37,8
41630,2012-01-09,24,6,109,8
41667,2012-01-09,24,43,91,8
41700,2012-01-09,24,76,1,8
41744,2012-01-09,25,9,164,8
41780,2012-01-09,25,45,132,8
41816,2012-01-09,25,81,11,8
41851,2012-01-09,26,5,51,8
41891,2012-01-09,26,45,37,8
41966,2012-01-09,27,9,50,8
42025,2012-01-09,27,68,64,8
42037,2012-01-09,27,80,1,8
42050,2012-01-09,27,93,12,8
42073,2012-01-09,28,5,28,8
42103,2012-01-09,28,35,2,8
42113,2012-01-09,28,45,49,8
42187,2012-01-09,29,8,26,8
42220,2012-01-09,29,41,25,8
42224,2012-01-09,29,45,63,8
42235,2012-01-09,29,56,1,8
42306,2012-01-09,30,16,53,8
42334,2012-01-09,30,44,310,8
42410,2012-01-09,31,9,41,8
42446,2012-01-09,31,45,15,8
42521,2012-01-09,32,9,54,8
42557,2012-01-09,32,45,57,8
42632,2012-01-09,33,9,157,8
42667,2012-01-09,33,44,166,8
42715,2012-01-09,33,92,2,8
42743,2012-01-09,34,9,56,8
42765,2012-01-09,34,31,2,8
42779,2012-01-09,34,45,94,8
42854,2012-01-09,36,9,86,8
42875,2012-01-09,36,30,1,8
42889,2012-01-09,36,44,89,8
42961,2012-01-09,37,5,94,8
43001,2012-01-09,37,45,51,8
43009,2012-01-09,37,53,1,8
43076,2012-01-09,38,9,37,8
43112,2012-01-09,38,45,76,8
43187,2012-01-09,39,9,3,8
43214,2012-01-09,39,36,8,8
43294,2012-01-09,40,5,63,8
43334,2012-01-09,40,45,72,8
43416,2012-01-09,41,16,82,8
43461,2012-01-09,41,61,4,8
43468,2012-01-09,41,68,59,8
43516,2012-01-09,42,5,19,8
43556,2012-01-09,42,45,69,8
43593,2012-01-09,42,82,1,8
43638,2012-01-09,43,16,69,8
43659,2012-01-09,43,37,21,8
43695,2012-01-09,43,73,1,8
43738,2012-01-09,44,5,68,8
43795,2012-01-09,44,62,2,8
43801,2012-01-09,44,68,42,8
43853,2012-01-09,45,9,20,8
43964,2012-01-10,1,9,25,9
44071,2012-01-10,2,5,267,9
44110,2012-01-10,2,44,184,9
44151,2012-01-10,2,85,1,9
44159,2012-01-10,2,93,1,9
44182,2012-01-10,3,5,95,9
44222,2012-01-10,3,45,97,9
44270,2012-01-10,3,93,8,9
44297,2012-01-10,4,9,57,9
44315,2012-01-10,4,27,5,9
44415,2012-01-10,5,16,52,9
44419,2012-01-10,5,20,1,9
44436,2012-01-10,5,37,14,9
44492,2012-01-10,5,93,2,9
44519,2012-01-10,6,9,77,9
44555,2012-01-10,6,45,45,9
44626,2012-01-10,7,5,148,9
44628,2012-01-10,7,7,4,9
44644,2012-01-10,7,23,13,9
44737,2012-01-10,8,5,74,9
44755,2012-01-10,8,23,8,9
44848,2012-01-10,9,5,101,9
44888,2012-01-10,9,45,73,9
44959,2012-01-10,10,5,56,9
44975,2012-01-10,10,21,1,9
44991,2012-01-10,10,37,24,9
45074,2012-01-10,11,9,31,9
45126,2012-01-10,11,61,1,9
45133,2012-01-10,11,68,20,9
45151,2012-01-10,11,86,1,9
45192,2012-01-10,12,16,33,9
45213,2012-01-10,12,37,25,9
45262,2012-01-10,12,86,1,9
45269,2012-01-10,12,93,2,9
45292,2012-01-10,13,5,136,9
45323,2012-01-10,13,36,75,9
45380,2012-01-10,13,93,5,9
45407,2012-01-10,14,9,5,9
45423,2012-01-10,14,25,15,9
45514,2012-01-10,15,5,81,9
45554,2012-01-10,15,45,78,9
45570,2012-01-10,15,61,3,9
45636,2012-01-10,16,16,53,9
45645,2012-01-10,16,25,163,9
45740,2012-01-10,17,9,179,9
45768,2012-01-10,17,37,75,9
45779,2012-01-10,17,48,118,9
45802,2012-01-10,17,71,1,9
45847,2012-01-10,18,5,23,9
45879,2012-01-10,18,37,8,9
45969,2012-01-10,19,16,13,9
46036,2012-01-10,19,83,2,9
46069,2012-01-10,20,5,244,9
46105,2012-01-10,20,41,36,9
46138,2012-01-10,20,74,2,9
46180,2012-01-10,21,5,68,9
46219,2012-01-10,21,44,85,9
46266,2012-01-10,21,91,3,9
46295,2012-01-10,22,9,156,9
46354,2012-01-10,22,68,53,9
46402,2012-01-10,23,5,47,9
46442,2012-01-10,23,45,26,9
46514,2012-01-10,24,6,13,9
46551,2012-01-10,24,43,74,9
46628,2012-01-10,25,9,18,9
46664,2012-01-10,25,45,115,9
46700,2012-01-10,25,81,17,9
46735,2012-01-10,26,5,93,9
46775,2012-01-10,26,45,50,9
46862,2012-01-10,27,21,2,9
46909,2012-01-10,27,68,62,9
46934,2012-01-10,27,93,4,9
46957,2012-01-10,28,5,77,9
46997,2012-01-10,28,45,69,9
47071,2012-01-10,29,8,64,9
47104,2012-01-10,29,41,40,9
47108,2012-01-10,29,45,105,9
47190,2012-01-10,30,16,46,9
47218,2012-01-10,30,44,191,9
47223,2012-01-10,30,49,2,9
47294,2012-01-10,31,9,83,9
47330,2012-01-10,31,45,37,9
47405,2012-01-10,32,9,76,9
47441,2012-01-10,32,45,56,9
47516,2012-01-10,33,9,326,9
47551,2012-01-10,33,44,388,9
47599,2012-01-10,33,92,1,9
47627,2012-01-10,34,9,24,9
47649,2012-01-10,34,31,1,9
47663,2012-01-10,34,45,142,9
47670,2012-01-10,34,52,2,9
47738,2012-01-10,36,9,75,9
47759,2012-01-10,36,30,5,9
47773,2012-01-10,36,44,97,9
47845,2012-01-10,37,5,58,9
47885,2012-01-10,37,45,39,9
47960,2012-01-10,38,9,185,9
47996,2012-01-10,38,45,125,9
48071,2012-01-10,39,9,2,9
48098,2012-01-10,39,36,9,9
48178,2012-01-10,40,5,67,9
48218,2012-01-10,40,45,45,9
48224,2012-01-10,40,51,5,9
48300,2012-01-10,41,16,82,9
48345,2012-01-10,41,61,4,9
48352,2012-01-10,41,68,79,9
48370,2012-01-10,41,86,1,9
48400,2012-01-10,42,5,119,9
48440,2012-01-10,42,45,105,9
48477,2012-01-10,42,82,3,9
48522,2012-01-10,43,16,65,9
48543,2012-01-10,43,37,23,9
48622,2012-01-10,44,5,47,9
48679,2012-01-10,44,62,2,9
48685,2012-01-10,44,68,61,9
48848,2012-01-11,1,9,26,10
48867,2012-01-11,1,28,1,10
48879,2012-01-11,1,40,4,10
48890,2012-01-11,1,51,3,10
48955,2012-01-11,2,5,91,10
48961,2012-01-11,2,11,2,10
48994,2012-01-11,2,44,123,10
49066,2012-01-11,3,5,172,10
49106,2012-01-11,3,45,75,10
49181,2012-01-11,4,9,57,10
49199,2012-01-11,4,27,11,10
49262,2012-01-11,4,90,2,10
49299,2012-01-11,5,16,44,10
49303,2012-01-11,5,20,3,10
49315,2012-01-11,5,32,1,10
49320,2012-01-11,5,37,11,10
49403,2012-01-11,6,9,8,10
49439,2012-01-11,6,45,37,10
49510,2012-01-11,7,5,54,10
49512,2012-01-11,7,7,6,10
49528,2012-01-11,7,23,8,10
49621,2012-01-11,8,5,61,10
49639,2012-01-11,8,23,9,10
49675,2012-01-11,8,59,1,10
49732,2012-01-11,9,5,77,10
49737,2012-01-11,9,10,2,10
49772,2012-01-11,9,45,79,10
49843,2012-01-11,10,5,48,10
49875,2012-01-11,10,37,11,10
49958,2012-01-11,11,9,38,10
50010,2012-01-11,11,61,3,10
50017,2012-01-11,11,68,22,10
50076,2012-01-11,12,16,26,10
50097,2012-01-11,12,37,25,10
50176,2012-01-11,13,5,125,10
50207,2012-01-11,13,36,92,10
50217,2012-01-11,13,46,3,10
50264,2012-01-11,13,93,2,10
50291,2012-01-11,14,9,18,10
50307,2012-01-11,14,25,13,10
50398,2012-01-11,15,5,137,10
50438,2012-01-11,15,45,73,10
50520,2012-01-11,16,16,51,10
50529,2012-01-11,16,25,208,10
50624,2012-01-11,17,9,200,10
50652,2012-01-11,17,37,67,10
50663,2012-01-11,17,48,175,10
50686,2012-01-11,17,71,2,10
50731,2012-01-11,18,5,9,10
50763,2012-01-11,18,37,10,10
50853,2012-01-11,19,16,17,10
50920,2012-01-11,19,83,4,10
50953,2012-01-11,20,5,73,10
50989,2012-01-11,20,41,28,10
51022,2012-01-11,20,74,13,10
51064,2012-01-11,21,5,38,10
51103,2012-01-11,21,44,83,10
51179,2012-01-11,22,9,10,10
51238,2012-01-11,22,68,55,10
51286,2012-01-11,23,5,16,10
51310,2012-01-11,23,29,1,10
51326,2012-01-11,23,45,32,10
51398,2012-01-11,24,6,21,10
51435,2012-01-11,24,43,61,10
51512,2012-01-11,25,9,50,10
51548,2012-01-11,25,45,72,10
51584,2012-01-11,25,81,10,10
51619,2012-01-11,26,5,54,10
51659,2012-01-11,26,45,50,10
51734,2012-01-11,27,9,24,10
51793,2012-01-11,27,68,47,10
51841,2012-01-11,28,5,92,10
51881,2012-01-11,28,45,55,10
51955,2012-01-11,29,8,13,10
51988,2012-01-11,29,41,23,10
51992,2012-01-11,29,45,71,10
52003,2012-01-11,29,56,1,10
52074,2012-01-11,30,16,65,10
52102,2012-01-11,30,44,236,10
52107,2012-01-11,30,49,6,10
52109,2012-01-11,30,51,1,10
52123,2012-01-11,30,65,2,10
52178,2012-01-11,31,9,81,10
52214,2012-01-11,31,45,38,10
52289,2012-01-11,32,9,82,10
52325,2012-01-11,32,45,35,10
52331,2012-01-11,32,51,2,10
52338,2012-01-11,32,58,4,10
52400,2012-01-11,33,9,97,10
52435,2012-01-11,33,44,210,10
52483,2012-01-11,33,92,3,10
52511,2012-01-11,34,9,88,10
52533,2012-01-11,34,31,4,10
52547,2012-01-11,34,45,121,10
52554,2012-01-11,34,52,3,10
52622,2012-01-11,36,9,39,10
52643,2012-01-11,36,30,3,10
52657,2012-01-11,36,44,103,10
52729,2012-01-11,37,5,40,10
52769,2012-01-11,37,45,38,10
52777,2012-01-11,37,53,3,10
52844,2012-01-11,38,9,82,10
52880,2012-01-11,38,45,86,10
52982,2012-01-11,39,36,14,10
53062,2012-01-11,40,5,79,10
53102,2012-01-11,40,45,29,10
53108,2012-01-11,40,51,3,10
53112,2012-01-11,40,55,5,10
53184,2012-01-11,41,16,41,10
53229,2012-01-11,41,61,4,10
53236,2012-01-11,41,68,66,10
53284,2012-01-11,42,5,57,10
53324,2012-01-11,42,45,65,10
53361,2012-01-11,42,82,1,10
53406,2012-01-11,43,16,55,10
53427,2012-01-11,43,37,17,10
53506,2012-01-11,44,5,23,10
53569,2012-01-11,44,68,36,10
53621,2012-01-11,45,9,10,10
53732,2012-01-12,1,9,32,11
53751,2012-01-12,1,28,2,11
53774,2012-01-12,1,51,4,11
53816,2012-01-12,1,93,3,11
53839,2012-01-12,2,5,76,11
53878,2012-01-12,2,44,81,11
53919,2012-01-12,2,85,1,11
53950,2012-01-12,3,5,25,11
53990,2012-01-12,3,45,68,11
54065,2012-01-12,4,9,73,11
54083,2012-01-12,4,27,7,11
54146,2012-01-12,4,90,1,11
54183,2012-01-12,5,16,36,11
54187,2012-01-12,5,20,1,11
54204,2012-01-12,5,37,16,11
54260,2012-01-12,5,93,1,11
54287,2012-01-12,6,9,56,11
54323,2012-01-12,6,45,43,11
54394,2012-01-12,7,5,129,11
54396,2012-01-12,7,7,3,11
54412,2012-01-12,7,23,15,11
54505,2012-01-12,8,5,80,11
54523,2012-01-12,8,23,5,11
54559,2012-01-12,8,59,3,11
54616,2012-01-12,9,5,129,11
54656,2012-01-12,9,45,54,11
54727,2012-01-12,10,5,61,11
54759,2012-01-12,10,37,19,11
54842,2012-01-12,11,9,43,11
54894,2012-01-12,11,61,2,11
54901,2012-01-12,11,68,37,11
54960,2012-01-12,12,16,41,11
54981,2012-01-12,12,37,27,11
55023,2012-01-12,12,79,2,11
55037,2012-01-12,12,93,1,11
55060,2012-01-12,13,5,180,11
55091,2012-01-12,13,36,76,11
55101,2012-01-12,13,46,4,11
55175,2012-01-12,14,9,11,11
55191,2012-01-12,14,25,16,11
55282,2012-01-12,15,5,58,11
55294,2012-01-12,15,17,1,11
55322,2012-01-12,15,45,77,11
55338,2012-01-12,15,61,1,11
55370,2012-01-12,15,93,4,11
55404,2012-01-12,16,16,31,11
55413,2012-01-12,16,25,111,11
55427,2012-01-12,16,39,6,11
55508,2012-01-12,17,9,173,11
55536,2012-01-12,17,37,82,11
55547,2012-01-12,17,48,192,11
55615,2012-01-12,18,5,36,11
55647,2012-01-12,18,37,6,11
55737,2012-01-12,19,16,7,11
55760,2012-01-12,19,39,4,11
55804,2012-01-12,19,83,2,11
55837,2012-01-12,20,5,112,11
55873,2012-01-12,20,41,23,11
55906,2012-01-12,20,74,2,11
55948,2012-01-12,21,5,26,11
55987,2012-01-12,21,44,70,11
56063,2012-01-12,22,9,23,11
56122,2012-01-12,22,68,60,11
56170,2012-01-12,23,5,17,11
56210,2012-01-12,23,45,29,11
56282,2012-01-12,24,6,48,11
56319,2012-01-12,24,43,59,11
56352,2012-01-12,24,76,1,11
56396,2012-01-12,25,9,55,11
56432,2012-01-12,25,45,102,11
56468,2012-01-12,25,81,9,11
56471,2012-01-12,25,84,1,11
56503,2012-01-12,26,5,47,11
56543,2012-01-12,26,45,40,11
56618,2012-01-12,27,9,15,11
56630,2012-01-12,27,21,4,11
56677,2012-01-12,27,68,39,11
56725,2012-01-12,28,5,54,11
56765,2012-01-12,28,45,56,11
56839,2012-01-12,29,8,24,11
56872,2012-01-12,29,41,19,11
56876,2012-01-12,29,45,72,11
56887,2012-01-12,29,56,6,11
56958,2012-01-12,30,16,60,11
56986,2012-01-12,30,44,205,11
56991,2012-01-12,30,49,22,11
56993,2012-01-12,30,51,31,11
57007,2012-01-12,30,65,1,11
57062,2012-01-12,31,9,87,11
57098,2012-01-12,31,45,61,11
57173,2012-01-12,32,9,76,11
57183,2012-01-12,32,19,1,11
57209,2012-01-12,32,45,40,11
57215,2012-01-12,32,51,2,11
57222,2012-01-12,32,58,1,11
57284,2012-01-12,33,9,97,11
57319,2012-01-12,33,44,154,11
57395,2012-01-12,34,9,49,11
57417,2012-01-12,34,31,2,11
57431,2012-01-12,34,45,82,11
57506,2012-01-12,36,9,132,11
57527,2012-01-12,36,30,1,11
57541,2012-01-12,36,44,107,11
57613,2012-01-12,37,5,41,11
57653,2012-01-12,37,45,62,11
57728,2012-01-12,38,9,55,11
57764,2012-01-12,38,45,86,11
57812,2012-01-12,38,93,1,11
57839,2012-01-12,39,9,24,11
57866,2012-01-12,39,36,15,11
57946,2012-01-12,40,5,101,11
57986,2012-01-12,40,45,52,11
57992,2012-01-12,40,51,1,11
57996,2012-01-12,40,55,3,11
58068,2012-01-12,41,16,46,11
58120,2012-01-12,41,68,85,11
58168,2012-01-12,42,5,41,11
58208,2012-01-12,42,45,68,11
58245,2012-01-12,42,82,1,11
58290,2012-01-12,43,16,63,11
58311,2012-01-12,43,37,34,11
58390,2012-01-12,44,5,16,11
58453,2012-01-12,44,68,55,11
58505,2012-01-12,45,9,16,11
58616,2012-01-13,1,9,29,12
58635,2012-01-13,1,28,3,12
58647,2012-01-13,1,40,1,12
58658,2012-01-13,1,51,5,12
58723,2012-01-13,2,5,89,12
58762,2012-01-13,2,44,102,12
58834,2012-01-13,3,5,84,12
58874,2012-01-13,3,45,70,12
58949,2012-01-13,4,9,67,12
58967,2012-01-13,4,27,6,12
59067,2012-01-13,5,16,49,12
59071,2012-01-13,5,20,3,12
59083,2012-01-13,5,32,3,12
59088,2012-01-13,5,37,14,12
59171,2012-01-13,6,9,25,12
59207,2012-01-13,6,45,46,12
59278,2012-01-13,7,5,104,12
59280,2012-01-13,7,7,1,12
59296,2012-01-13,7,23,17,12
59389,2012-01-13,8,5,30,12
59407,2012-01-13,8,23,12,12
59500,2012-01-13,9,5,71,12
59540,2012-01-13,9,45,75,12
59611,2012-01-13,10,5,55,12
59627,2012-01-13,10,21,2,12
59643,2012-01-13,10,37,13,12
59692,2012-01-13,10,86,1,12
59699,2012-01-13,10,93,2,12
59726,2012-01-13,11,9,68,12
59778,2012-01-13,11,61,1,12
59785,2012-01-13,11,68,39,12
59803,2012-01-13,11,86,2,12
59844,2012-01-13,12,16,34,12
59865,2012-01-13,12,37,38,12
59944,2012-01-13,13,5,254,12
59975,2012-01-13,13,36,94,12
59985,2012-01-13,13,46,5,12
60032,2012-01-13,13,93,2,12
60059,2012-01-13,14,9,21,12
60075,2012-01-13,14,25,23,12
60166,2012-01-13,15,5,72,12
60206,2012-01-13,15,45,139,12
60222,2012-01-13,15,61,2,12
60288,2012-01-13,16,16,43,12
60297,2012-01-13,16,25,227,12
60311,2012-01-13,16,39,2,12
60392,2012-01-13,17,9,192,12
60420,2012-01-13,17,37,70,12
60431,2012-01-13,17,48,165,12
60499,2012-01-13,18,5,8,12
60531,2012-01-13,18,37,10,12
60621,2012-01-13,19,16,24,12
60644,2012-01-13,19,39,2,12
60688,2012-01-13,19,83,8,12
60721,2012-01-13,20,5,70,12
60734,2012-01-13,20,18,2,12
60757,2012-01-13,20,41,26,12
60832,2012-01-13,21,5,32,12
60871,2012-01-13,21,44,64,12
60918,2012-01-13,21,91,2,12
60947,2012-01-13,22,9,53,12
61006,2012-01-13,22,68,56,12
61031,2012-01-13,22,93,11,12
61054,2012-01-13,23,5,23,12
61078,2012-01-13,23,29,1,12
61094,2012-01-13,23,45,29,12
61166,2012-01-13,24,6,80,12
61203,2012-01-13,24,43,97,12
61236,2012-01-13,24,76,1,12
61280,2012-01-13,25,9,127,12
61316,2012-01-13,25,45,114,12
61352,2012-01-13,25,81,14,12
61387,2012-01-13,26,5,42,12
61427,2012-01-13,26,45,44,12
61502,2012-01-13,27,9,40,12
61514,2012-01-13,27,21,1,12
61561,2012-01-13,27,68,69,12
61573,2012-01-13,27,80,1,12
61609,2012-01-13,28,5,49,12
61639,2012-01-13,28,35,1,12
61649,2012-01-13,28,45,48,12
61723,2012-01-13,29,8,17,12
61756,2012-01-13,29,41,17,12
61760,2012-01-13,29,45,83,12
61771,2012-01-13,29,56,2,12
61842,2012-01-13,30,16,62,12
61870,2012-01-13,30,44,170,12
61875,2012-01-13,30,49,1,12
61946,2012-01-13,31,9,67,12
61982,2012-01-13,31,45,75,12
62057,2012-01-13,32,9,14,12
62067,2012-01-13,32,19,1,12
62093,2012-01-13,32,45,49,12
62099,2012-01-13,32,51,1,12
62106,2012-01-13,32,58,4,12
62168,2012-01-13,33,9,137,12
62203,2012-01-13,33,44,163,12
62279,2012-01-13,34,9,19,12
62301,2012-01-13,34,31,5,12
62315,2012-01-13,34,45,125,12
62322,2012-01-13,34,52,1,12
62363,2012-01-13,34,93,1,12
62390,2012-01-13,36,9,99,12
62411,2012-01-13,36,30,1,12
62425,2012-01-13,36,44,98,12
62497,2012-01-13,37,5,90,12
62537,2012-01-13,37,45,71,12
